turn_id,session_id,turn_number,speaker,detected_intent,intent_confidence,asr_confidence,error_type,turn_duration_sec,created_at
T9007,S2913,4,system,repeat,0.59,0.87,,4,2025-03-19
T9008,S2427,13,system,start_application,0.8,0.68,silence,8,2025-01-09
T9009,S2732,5,system,start_application,0.85,0.84,,12,2025-04-08
T9010,S2698,11,system,start_application,0.58,0.73,,4,2025-01-11
T9011,S2215,2,system,repeat,0.91,0.65,,10,2025-01-23
T9012,S2412,11,user,unknown,0.76,0.84,,7,2025-01-25
T9013,S2379,10,user,start_application,0.87,0.92,,3,2025-03-23
T9014,S2231,11,user,repeat,0.46,0.88,,8,2025-04-14
T9015,S2834,10,user,start_application,0.9,0.64,,8,2025-01-07
T9016,S2257,2,user,repeat,0.59,0.68,,8,2025-02-02
T9017,S2402,6,system,unknown,0.91,0.76,,14,2025-02-24
T9018,S2423,14,system,service_lookup,0.77,0.89,,3,2025-04-03
T9019,S2769,2,system,start_application,0.36,0.8,misunderstanding,13,2025-01-06
T9020,S2064,10,user,unknown,0.58,0.67,misunderstanding,7,2025-01-04
T9021,S2189,1,user,start_application,0.69,0.94,,5,2025-03-22
T9022,S2949,8,system,unknown,0.69,0.8,noise,3,2025-03-31
T9023,S2172,10,system,service_lookup,0.77,0.55,,2,2025-04-18
T9024,S2758,14,system,start_application,0.8,0.85,,4,2025-01-17
T9025,S2627,10,system,unknown,0.86,0.89,,12,2025-04-15
T9026,S2560,13,system,start_application,0.66,0.97,,7,2025-01-28
T9027,S3000,1,system,start_application,0.65,0.78,misunderstanding,6,2025-04-11
T9028,S2400,10,user,service_lookup,0.25,0.98,,10,2025-01-02
T9029,S2637,14,user,service_lookup,0.65,0.56,,6,2025-03-15
T9030,S2948,6,system,start_application,0.93,0.75,,3,2025-04-05
T9031,S2212,12,user,repeat,0.43,0.57,misunderstanding,8,2025-02-06
T9032,S2052,14,system,unknown,0.85,0.76,,7,2025-03-24
T9033,S2623,1,user,start_application,0.82,0.77,silence,6,2025-01-09
T9034,S2751,8,user,repeat,0.71,0.76,silence,13,2025-04-17
T9035,S2661,14,user,repeat,0.68,0.37,,14,2025-04-28
T9036,S2138,5,user,repeat,0.77,0.89,,12,2025-04-26
T9037,S2417,3,system,repeat,0.7,0.73,,13,2025-02-27
T9038,S2142,5,user,start_application,0.8,0.91,,12,2025-04-26
T9039,S2508,13,system,start_application,0.44,0.82,misunderstanding,11,2025-04-23
T9040,S2649,1,user,service_lookup,0.8,0.63,,6,2025-03-31
T9041,S2485,1,user,repeat,0.36,0.57,,7,2025-04-21
T9042,S2991,12,user,service_lookup,0.82,0.86,,6,2025-04-10
T9043,S2542,14,system,service_lookup,0.77,0.87,misunderstanding,6,2025-04-08
T9044,S2292,4,user,start_application,0.71,0.8,misunderstanding,10,2025-03-23
T9045,S2670,9,system,unknown,0.55,0.67,,7,2025-03-23
T9046,S2837,14,user,repeat,0.64,0.49,,10,2025-01-11
T9047,S3037,9,user,service_lookup,0.78,0.71,,13,2025-02-15
T9048,S2633,1,system,repeat,0.61,0.5,noise,4,2025-03-01
T9049,S2271,3,user,unknown,0.73,0.86,noise,8,2025-01-13
T9050,S3048,13,user,start_application,0.79,0.77,,9,2025-02-03
T9051,S2321,12,user,start_application,0.81,0.95,misunderstanding,11,2025-03-22
T9052,S2805,4,user,start_application,0.7,0.91,,2,2025-04-04
T9053,S3126,2,user,service_lookup,0.91,0.9,,4,2025-01-19
T9054,S2882,7,system,unknown,0.61,0.62,,14,2025-03-05
T9055,S3063,3,user,repeat,0.75,0.75,misunderstanding,14,2025-01-27
T9056,S2234,1,system,repeat,0.73,0.47,silence,8,2025-04-22
T9057,S2831,1,user,start_application,0.82,0.79,misunderstanding,4,2025-01-30
T9058,S3112,3,user,unknown,0.7,0.9,,9,2025-04-21
T9059,S3123,6,user,service_lookup,0.63,0.84,,6,2025-01-19
T9060,S2143,4,user,service_lookup,0.8,0.9,,7,2025-02-28
T9061,S3105,1,user,service_lookup,0.73,0.88,,2,2025-01-27
T9062,S2588,7,user,repeat,0.57,0.68,,11,2025-03-16
T9063,S2228,2,system,repeat,0.76,0.98,,10,2025-02-03
T9064,S2273,12,system,start_application,0.52,0.55,,14,2025-02-06
T9065,S2589,5,system,start_application,0.56,0.83,,11,2025-01-16
T9066,S2652,8,user,service_lookup,0.99,0.87,,8,2025-04-10
T9067,S2582,7,system,service_lookup,0.45,0.71,misunderstanding,6,2025-03-24
T9068,S2967,11,user,service_lookup,0.83,0.85,,11,2025-03-01
T9069,S2371,12,system,start_application,0.65,0.72,,13,2025-02-22
T9070,S3103,8,user,repeat,0.42,0.49,,6,2025-03-08
T9071,S2818,13,user,repeat,0.82,0.91,silence,5,2025-02-09
T9072,S2571,10,system,service_lookup,0.58,0.54,,2,2025-01-02
T9073,S2544,14,user,service_lookup,0.62,0.57,misunderstanding,2,2025-04-20
T9074,S2126,11,system,unknown,0.47,0.85,,2,2025-04-17
T9075,S2732,6,user,service_lookup,0.81,0.87,,14,2025-02-06
T9076,S2416,7,user,service_lookup,0.8,0.91,misunderstanding,4,2025-01-12
T9077,S2637,9,system,service_lookup,0.33,0.77,,5,2025-01-18
T9078,S2040,6,system,start_application,0.92,0.88,,5,2025-03-14
T9079,S2786,9,system,service_lookup,0.5,0.76,misunderstanding,13,2025-01-31
T9080,S2296,13,user,service_lookup,0.65,0.55,,6,2025-02-18
T9081,S2041,12,user,start_application,0.75,0.92,,13,2025-04-27
T9082,S2631,2,user,service_lookup,0.5,0.83,misunderstanding,13,2025-02-17
T9083,S2032,13,user,service_lookup,0.35,0.7,,5,2025-03-02
T9084,S2664,2,system,repeat,0.81,0.98,,6,2025-01-30
T9085,S3113,14,user,repeat,0.76,0.29,misunderstanding,6,2025-04-26
T9086,S2615,2,system,service_lookup,0.88,0.81,,4,2025-02-20
T9087,S2947,6,system,service_lookup,0.98,0.74,silence,13,2025-03-22
T9088,S2159,2,user,service_lookup,0.57,0.72,,7,2025-03-18
T9089,S2457,3,system,start_application,0.76,0.84,silence,12,2025-03-01
T9090,S2398,13,system,repeat,0.54,0.7,,5,2025-01-15
T9091,S3114,8,user,service_lookup,0.66,0.71,,13,2025-03-12
T9092,S2580,8,user,start_application,0.83,0.7,misunderstanding,2,2025-02-11
T9093,S2219,11,user,service_lookup,0.86,0.64,,7,2025-03-21
T9094,S2378,12,system,start_application,0.65,0.65,,9,2025-02-23
T9095,S2929,4,user,service_lookup,0.96,0.9,,2,2025-03-06
T9096,S2963,9,system,unknown,0.84,0.64,,4,2025-01-16
T9097,S3169,8,user,start_application,0.94,0.71,,6,2025-04-10
T9098,S2232,1,system,service_lookup,0.54,0.76,,8,2025-02-11
T9099,S2921,8,system,unknown,0.65,0.3,,12,2025-03-06
T9100,S2233,1,system,service_lookup,0.71,0.77,noise,10,2025-04-25
T9101,S2725,4,user,service_lookup,0.28,0.94,,11,2025-02-13
T9102,S2366,10,user,unknown,0.49,0.83,,14,2025-01-01
T9103,S2480,6,user,service_lookup,0.91,0.9,silence,9,2025-02-19
T9104,S2589,7,user,unknown,0.51,0.59,misunderstanding,3,2025-04-23
T9105,S3118,10,user,start_application,0.88,0.86,noise,14,2025-03-02
T9106,S2215,13,system,unknown,0.73,0.85,noise,10,2025-04-11
T9107,S2724,4,system,repeat,0.48,0.74,misunderstanding,3,2025-03-27
T9108,S2711,8,user,service_lookup,0.62,0.83,,11,2025-04-02
T9109,S2984,8,system,unknown,0.54,0.78,,7,2025-04-24
T9110,S3158,14,user,service_lookup,0.83,0.58,,5,2025-02-04
T9111,S3106,14,user,start_application,0.77,0.83,misunderstanding,11,2025-01-18
T9112,S2390,14,system,start_application,0.74,0.83,misunderstanding,9,2025-02-24
T9113,S3070,9,system,repeat,0.79,0.96,silence,5,2025-02-17
T9114,S2391,14,user,repeat,0.89,0.87,,10,2025-02-13
T9115,S2717,6,system,repeat,0.87,0.88,noise,3,2025-01-11
T9116,S2384,4,system,repeat,0.7,0.96,misunderstanding,5,2025-01-17
T9117,S2380,2,user,repeat,0.98,0.94,misunderstanding,8,2025-02-08
T9118,S3100,7,user,start_application,0.68,0.81,,3,2025-02-06
T9119,S2603,10,system,unknown,0.57,0.61,,2,2025-04-05
T9120,S2933,3,system,repeat,0.68,0.77,silence,3,2025-02-10
T9121,S2398,11,user,repeat,0.63,0.83,silence,3,2025-02-24
T9122,S2099,13,user,unknown,0.67,0.47,misunderstanding,7,2025-04-06
T9123,S2382,12,system,service_lookup,0.32,0.72,,4,2025-03-03
T9124,S2706,3,system,service_lookup,0.59,0.81,misunderstanding,8,2025-04-22
T9125,S2009,3,user,repeat,0.51,0.84,,12,2025-02-02
T9126,S2263,4,user,service_lookup,0.86,0.85,,5,2025-02-19
T9127,S2831,2,system,start_application,0.61,0.92,,11,2025-02-07
T9128,S2629,13,system,unknown,0.85,0.72,,3,2025-01-16
T9129,S2761,13,system,service_lookup,0.89,0.87,misunderstanding,11,2025-02-03
T9130,S2194,5,system,unknown,0.94,0.95,misunderstanding,3,2025-03-19
T9131,S2561,3,system,unknown,0.43,0.8,misunderstanding,12,2025-02-05
T9132,S2096,10,system,service_lookup,0.76,0.86,,3,2025-01-15
T9133,S2461,5,system,repeat,0.71,0.78,misunderstanding,5,2025-03-22
T9134,S2757,12,system,service_lookup,0.83,0.69,,9,2025-02-25
T9135,S2086,13,system,repeat,0.64,0.9,,11,2025-02-26
T9136,S2990,7,system,start_application,0.45,0.78,,12,2025-03-14
T9137,S2076,9,system,unknown,0.38,0.91,,13,2025-03-19
T9138,S3169,2,user,service_lookup,0.96,0.29,silence,4,2025-04-19
T9139,S2660,9,user,start_application,0.78,0.78,silence,7,2025-03-29
T9140,S3134,10,user,repeat,0.68,0.73,misunderstanding,5,2025-01-11
T9141,S2764,6,user,service_lookup,0.69,0.63,misunderstanding,13,2025-04-03
T9142,S2677,12,user,repeat,0.96,0.83,misunderstanding,3,2025-03-30
T9143,S2790,6,system,unknown,0.62,0.95,silence,14,2025-03-09
T9144,S2582,11,user,start_application,0.78,0.89,,4,2025-04-06
T9145,S2670,3,user,repeat,0.69,0.79,,5,2025-02-01
T9146,S2537,14,system,start_application,0.64,0.8,misunderstanding,13,2025-03-08
T9147,S3185,10,user,start_application,0.81,0.85,,12,2025-01-06
T9148,S2429,13,system,service_lookup,0.69,0.92,silence,12,2025-01-19
T9149,S3092,9,user,start_application,0.75,0.7,silence,10,2025-01-17
T9150,S2132,4,user,start_application,0.42,0.77,,12,2025-02-17
T9151,S2188,5,system,start_application,0.91,0.92,,14,2025-03-05
T9152,S2572,3,system,service_lookup,0.75,0.71,misunderstanding,6,2025-01-05
T9153,S2278,5,system,service_lookup,0.44,0.81,,8,2025-03-15
T9154,S2541,8,user,repeat,0.75,0.78,silence,14,2025-04-01
T9155,S3184,8,user,service_lookup,0.6,0.87,,2,2025-02-05
T9156,S2745,14,user,start_application,0.69,0.78,,2,2025-04-06
T9157,S2898,8,user,service_lookup,0.88,0.92,misunderstanding,7,2025-02-26
T9158,S2452,6,user,start_application,0.73,0.66,,8,2025-03-26
T9159,S2888,1,user,unknown,0.73,0.95,noise,2,2025-04-22
T9160,S2850,11,system,unknown,0.7,0.76,silence,5,2025-04-06
T9161,S2169,10,system,service_lookup,0.94,0.81,,7,2025-02-12
T9162,S2829,12,user,service_lookup,0.8,0.73,,3,2025-04-08
T9163,S2697,6,user,unknown,0.68,0.62,silence,10,2025-04-23
T9164,S3080,12,system,unknown,0.94,0.57,,11,2025-03-20
T9165,S2768,11,user,service_lookup,0.64,0.63,,3,2025-03-14
T9166,S2357,10,user,repeat,0.94,0.53,,11,2025-01-02
T9167,S2200,7,user,service_lookup,0.55,0.61,,6,2025-04-13
T9168,S2443,14,system,start_application,0.75,0.47,silence,2,2025-02-14
T9169,S2826,9,user,service_lookup,0.9,0.9,,7,2025-03-11
T9170,S3129,12,system,unknown,0.74,0.66,misunderstanding,12,2025-04-01
T9171,S2100,8,user,repeat,0.5,0.98,misunderstanding,4,2025-03-26
T9172,S3120,11,user,service_lookup,0.7,0.91,,14,2025-02-03
T9173,S2937,12,user,start_application,0.69,0.68,misunderstanding,13,2025-04-14
T9174,S2028,8,user,service_lookup,0.64,0.55,,7,2025-01-22
T9175,S2664,7,user,service_lookup,0.72,0.98,,13,2025-01-08
T9176,S2072,2,system,start_application,0.79,0.88,misunderstanding,10,2025-01-20
T9177,S2253,1,user,start_application,0.45,0.73,silence,12,2025-02-27
T9178,S2515,2,system,service_lookup,0.8,0.38,,9,2025-02-07
T9179,S2748,6,user,start_application,0.71,0.88,misunderstanding,3,2025-01-09
T9180,S3043,13,user,start_application,0.76,0.48,,10,2025-01-19
T9181,S2534,2,user,start_application,0.63,0.71,silence,13,2025-02-01
T9182,S2420,10,user,service_lookup,0.71,0.69,noise,2,2025-03-16
T9183,S2445,4,system,service_lookup,0.65,0.75,,4,2025-03-03
T9184,S2878,10,system,service_lookup,0.47,0.54,,11,2025-04-28
T9185,S2135,3,system,service_lookup,0.63,0.9,,11,2025-04-02
T9186,S2032,6,user,start_application,0.87,0.94,misunderstanding,13,2025-04-23
T9187,S2646,12,user,unknown,0.65,0.81,,5,2025-02-05
T9188,S2277,12,system,service_lookup,0.9,0.84,,6,2025-01-21
T9189,S2132,13,system,start_application,0.72,0.81,,8,2025-03-07
T9190,S2749,14,user,service_lookup,0.86,0.93,,4,2025-03-12
T9191,S2125,8,user,service_lookup,0.78,0.6,misunderstanding,7,2025-04-26
T9192,S2344,11,system,start_application,0.67,0.63,,13,2025-03-30
T9193,S2016,6,system,repeat,0.8,0.93,,9,2025-02-11
T9194,S2823,2,user,unknown,0.52,0.87,,12,2025-04-10
T9195,S2561,5,user,repeat,0.79,0.69,,6,2025-02-26
T9196,S2646,11,system,service_lookup,0.68,0.74,,2,2025-03-26
T9197,S2629,13,user,start_application,0.87,0.81,,6,2025-04-12
T9198,S2817,6,user,repeat,0.61,0.39,misunderstanding,4,2025-04-15
T9199,S2059,9,user,start_application,0.64,0.46,silence,5,2025-03-18
T9200,S2466,6,user,unknown,0.91,0.77,silence,14,2025-03-31
T9201,S2627,10,system,service_lookup,0.77,0.72,,11,2025-03-28
T9202,S2390,5,system,repeat,0.83,0.7,,8,2025-01-13
T9203,S2935,1,system,service_lookup,0.86,0.84,,4,2025-02-05
T9204,S2684,10,user,start_application,0.85,0.78,misunderstanding,13,2025-04-03
T9205,S2497,5,system,start_application,0.61,0.92,,2,2025-01-09
T9206,S2599,5,user,service_lookup,0.61,0.54,noise,9,2025-03-25
T9207,S2448,6,user,unknown,0.93,0.87,silence,5,2025-03-26
T9208,S2679,7,system,service_lookup,0.63,0.8,,4,2025-02-10
T9209,S2129,13,user,service_lookup,0.49,0.68,,7,2025-03-13
T9210,S2148,13,user,unknown,0.97,0.76,,11,2025-01-26
T9211,S2817,4,user,service_lookup,0.63,0.85,misunderstanding,13,2025-02-07
T9212,S2947,7,user,service_lookup,0.9,0.35,,5,2025-04-01
T9213,S2499,5,user,repeat,0.55,0.79,misunderstanding,8,2025-02-23
T9214,S2657,6,system,repeat,0.81,0.85,,12,2025-03-28
T9215,S3053,4,user,unknown,0.71,0.82,silence,8,2025-04-05
T9216,S2576,12,user,repeat,0.9,0.59,,4,2025-01-14
T9217,S3047,8,system,repeat,0.56,0.72,,3,2025-01-17
T9218,S2983,9,user,unknown,0.62,0.7,,5,2025-04-26
T9219,S2722,2,system,start_application,0.92,0.77,,11,2025-03-03
T9220,S2221,12,system,service_lookup,0.83,0.89,,7,2025-03-13
T9221,S2601,11,user,repeat,0.71,0.92,,12,2025-03-03
T9222,S2683,4,system,service_lookup,0.66,0.95,silence,11,2025-03-04
T9223,S2741,11,user,service_lookup,0.64,0.83,misunderstanding,4,2025-01-10
T9224,S2924,8,system,repeat,0.5,0.52,silence,10,2025-01-15
T9225,S2579,8,user,unknown,0.31,0.47,misunderstanding,11,2025-02-27
T9226,S2400,9,user,start_application,0.59,0.82,,8,2025-04-05
T9227,S2900,3,user,service_lookup,0.57,0.69,misunderstanding,13,2025-01-23
T9228,S2511,1,system,start_application,0.69,0.88,,7,2025-02-03
T9229,S2087,9,user,service_lookup,0.69,0.85,misunderstanding,5,2025-01-23
T9230,S2049,1,user,service_lookup,0.53,0.68,,5,2025-03-26
T9231,S2102,3,system,start_application,0.42,0.64,silence,5,2025-03-15
T9232,S2367,3,user,service_lookup,0.69,0.74,,10,2025-01-22
T9233,S2935,9,system,service_lookup,0.75,0.83,,13,2025-02-11
T9234,S2897,1,user,unknown,0.78,0.74,,11,2025-01-29
T9235,S2908,7,system,repeat,0.61,0.56,noise,4,2025-02-18
T9236,S2257,2,user,service_lookup,0.6,0.85,,4,2025-01-17
T9237,S2389,7,user,start_application,0.54,0.7,silence,12,2025-01-28
T9238,S2772,1,system,service_lookup,0.56,0.94,,8,2025-02-09
T9239,S2753,13,system,unknown,0.69,0.72,,4,2025-01-23
T9240,S2393,10,system,service_lookup,0.6,0.48,silence,11,2025-02-13
T9241,S2682,10,user,unknown,0.93,0.79,,5,2025-01-01
T9242,S2269,8,system,repeat,0.71,0.73,silence,9,2025-02-11
T9243,S2148,10,system,start_application,0.94,0.68,,6,2025-03-07
T9244,S2810,13,system,service_lookup,0.75,0.56,misunderstanding,5,2025-01-17
T9245,S2027,10,system,unknown,0.55,0.47,misunderstanding,6,2025-04-08
T9246,S3172,2,user,service_lookup,0.88,0.72,,10,2025-01-13
T9247,S2279,3,system,service_lookup,0.82,0.9,,4,2025-01-07
T9248,S2165,14,system,service_lookup,0.86,0.89,misunderstanding,10,2025-01-26
T9249,S2016,8,system,start_application,0.77,0.86,misunderstanding,4,2025-02-27
T9250,S3173,3,user,service_lookup,0.9,0.85,,9,2025-04-02
T9251,S2338,1,user,unknown,0.64,0.78,misunderstanding,7,2025-03-12
T9252,S3068,9,user,service_lookup,0.7,0.97,misunderstanding,6,2025-03-14
T9253,S2841,8,system,repeat,0.96,0.46,,12,2025-04-21
T9254,S2188,4,user,service_lookup,0.67,0.57,,12,2025-03-30
T9255,S2650,8,user,service_lookup,0.62,0.69,misunderstanding,13,2025-03-03
T9256,S3084,14,user,service_lookup,0.56,0.46,,7,2025-02-10
T9257,S2293,5,system,unknown,0.83,0.75,,5,2025-04-13
T9258,S3056,3,system,service_lookup,0.75,0.61,,5,2025-02-13
T9259,S2414,1,system,repeat,0.68,0.95,,10,2025-01-08
T9260,S2802,13,user,service_lookup,0.59,0.87,,9,2025-03-04
T9261,S2430,10,system,repeat,0.77,0.88,,11,2025-01-07
T9262,S3123,5,user,service_lookup,0.76,0.51,misunderstanding,6,2025-03-11
T9263,S3046,11,system,service_lookup,0.55,0.76,,7,2025-01-10
T9264,S2486,6,user,start_application,0.72,0.78,silence,10,2025-01-27
T9265,S2088,4,system,service_lookup,0.75,0.96,misunderstanding,13,2025-03-25
T9266,S2270,7,user,start_application,0.62,0.8,,5,2025-01-03
T9267,S2899,3,system,service_lookup,0.5,0.43,,3,2025-04-27
T9268,S2277,7,user,repeat,0.88,0.79,misunderstanding,7,2025-01-30
T9269,S2205,14,user,start_application,0.98,0.61,,10,2025-04-04
T9270,S2912,1,system,service_lookup,0.92,0.78,,7,2025-04-06
T9271,S2327,7,user,repeat,0.75,0.66,,8,2025-04-05
T9272,S2857,1,system,service_lookup,0.88,0.54,,13,2025-01-21
T9273,S2876,13,system,start_application,0.83,0.92,,12,2025-03-25
T9274,S2861,11,system,start_application,0.92,0.68,,6,2025-03-17
T9275,S2335,1,user,unknown,0.66,0.79,misunderstanding,10,2025-02-04
T9276,S2605,2,system,service_lookup,0.77,0.74,,12,2025-02-21
T9277,S2591,2,system,start_application,0.8,0.59,,9,2025-01-18
T9278,S3061,4,user,service_lookup,0.69,0.79,misunderstanding,10,2025-03-28
T9279,S3013,13,user,start_application,0.53,0.83,noise,2,2025-03-01
T9280,S3157,1,user,start_application,0.67,0.94,,13,2025-01-28
T9281,S2707,4,user,service_lookup,0.94,0.77,,11,2025-03-19
T9282,S2977,2,user,start_application,0.81,0.97,noise,4,2025-04-22
T9283,S2424,4,system,start_application,0.59,0.83,,13,2025-03-13
T9284,S2586,4,system,start_application,0.65,0.86,,14,2025-03-21
T9285,S2805,9,system,service_lookup,0.91,0.83,,8,2025-02-27
T9286,S2719,9,user,service_lookup,0.74,0.87,,5,2025-04-23
T9287,S2948,1,user,service_lookup,0.57,0.94,,2,2025-03-06
T9288,S2654,5,system,service_lookup,0.39,0.39,noise,4,2025-01-05
T9289,S2473,7,system,service_lookup,0.85,0.8,,6,2025-03-01
T9290,S2567,4,system,start_application,0.55,0.81,,13,2025-02-24
T9291,S2210,12,user,start_application,0.92,0.88,,8,2025-03-10
T9292,S3081,5,system,service_lookup,0.89,0.52,silence,2,2025-03-28
T9293,S3096,2,user,repeat,0.71,0.28,noise,7,2025-03-01
T9294,S2214,3,user,unknown,0.58,0.93,,6,2025-01-18
T9295,S2899,7,system,service_lookup,0.81,0.82,silence,10,2025-02-04
T9296,S3096,10,user,service_lookup,0.52,0.78,,9,2025-03-09
T9297,S2466,13,system,start_application,0.93,0.67,,13,2025-04-27
T9298,S2353,7,user,service_lookup,0.84,0.9,,8,2025-04-03
T9299,S3042,4,system,repeat,0.71,0.9,misunderstanding,5,2025-03-21
T9300,S2624,12,system,service_lookup,0.47,0.7,,10,2025-01-20
T9301,S2371,1,user,service_lookup,0.77,0.65,,4,2025-03-28
T9302,S2183,1,system,service_lookup,0.62,0.83,,4,2025-03-10
T9303,S2673,4,system,service_lookup,0.83,0.58,,11,2025-04-22
T9304,S2754,4,system,service_lookup,0.83,0.8,,5,2025-03-05
T9305,S3168,6,user,service_lookup,0.88,0.84,,8,2025-04-11
T9306,S3104,7,user,service_lookup,0.52,0.73,silence,12,2025-04-24
T9307,S2321,9,user,start_application,0.59,0.55,,10,2025-01-29
T9308,S2434,9,system,service_lookup,0.61,0.75,misunderstanding,8,2025-03-05
T9309,S3066,10,user,repeat,0.34,0.89,misunderstanding,12,2025-01-01
T9310,S2292,12,user,service_lookup,0.8,0.78,,6,2025-03-06
T9311,S2687,12,user,service_lookup,0.63,0.74,misunderstanding,8,2025-04-05
T9312,S2887,5,user,service_lookup,0.67,0.9,noise,14,2025-02-12
T9313,S2068,10,system,repeat,0.8,0.84,,2,2025-03-13
T9314,S2055,11,user,start_application,0.84,0.93,misunderstanding,8,2025-04-07
T9315,S2630,3,user,service_lookup,0.76,0.84,,2,2025-02-10
T9316,S2419,3,user,service_lookup,0.83,0.87,noise,5,2025-04-24
T9317,S2566,6,system,unknown,0.61,0.86,,14,2025-04-06
T9318,S2549,1,system,repeat,0.57,0.67,misunderstanding,4,2025-04-14
T9319,S2242,7,system,service_lookup,0.71,0.89,,3,2025-01-18
T9320,S2747,3,user,start_application,0.88,0.9,misunderstanding,9,2025-01-08
T9321,S2526,5,user,start_application,0.76,0.82,silence,2,2025-01-25
T9322,S2076,7,user,service_lookup,0.88,0.85,,6,2025-02-09
T9323,S2439,7,system,repeat,0.84,0.63,silence,2,2025-03-18
T9324,S3078,9,user,repeat,0.83,0.91,,8,2025-04-22
T9325,S2515,1,system,start_application,0.77,0.82,misunderstanding,12,2025-02-17
T9326,S3161,3,system,repeat,0.44,0.82,,4,2025-01-22
T9327,S2614,9,user,start_application,0.77,0.67,,14,2025-03-12
T9328,S3030,8,user,service_lookup,0.84,0.55,silence,7,2025-04-06
T9329,S2675,2,user,service_lookup,0.73,0.85,,13,2025-03-05
T9330,S2419,8,user,start_application,0.78,0.82,,8,2025-03-04
T9331,S2275,8,system,service_lookup,0.38,0.79,,13,2025-01-30
T9332,S2607,2,system,start_application,0.88,0.86,,11,2025-03-09
T9333,S2570,8,user,service_lookup,0.52,0.76,misunderstanding,12,2025-02-05
T9334,S2089,3,system,service_lookup,0.52,0.75,,2,2025-02-28
T9335,S2281,7,system,unknown,0.45,0.66,noise,12,2025-01-19
T9336,S3194,13,system,unknown,0.83,0.79,,14,2025-01-26
T9337,S2637,9,system,start_application,0.92,0.9,silence,11,2025-02-26
T9338,S2810,4,system,start_application,0.76,0.65,,8,2025-03-19
T9339,S2867,11,user,repeat,0.87,0.75,,13,2025-02-22
T9340,S2461,6,system,start_application,0.79,0.97,,13,2025-01-15
T9341,S2749,9,user,service_lookup,0.71,0.69,,12,2025-01-08
T9342,S3196,11,system,start_application,0.83,0.86,silence,13,2025-02-04
T9343,S2300,11,user,start_application,0.62,0.84,,9,2025-03-17
